Arrest Date,Time,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,Booking Date,Booking Time,Booking Location,Booking Location Code
2020 Jan 30 12:00:00 AM,1020,0138,61,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,300    CROCKER                      ST,,34.0464,-118.2402,,,,
2020 Aug 12 12:00:00 AM,1419,0158,43,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,6TH,W  CENTRAL,34.039,-118.24,,,,
2023 Sep 19 12:00:00 AM,1135,0165,38,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,6TH,WALL,34.0435,-118.2471,,,,
2023 Sep 20 12:00:00 AM,0915,0165,30,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,6TH,WALL,34.0435,-118.2471,,,,
2024 Apr 10 12:00:00 AM,1400,0165,35,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,6TH                          ST,WALL,34.0435,-118.2471,,,,
2023 Sep 19 12:00:00 AM,1236,0166,25,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,600    WALL                         ST,,34.0435,-118.2471,,,,
2020 Jan 19 12:00:00 AM,1635,0153,31,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,BROADWAY,6TH,34.0467,-118.252,,,,
2020 Sep 26 12:00:00 AM,0115,0156,29,F,H,20,Disorderly Conduct,M,415(1)PC,FIGHT/CHALLENGE IN PUBLIC PLACE,CITY ATTORNEY REJECT,5TH,SAN JULIAN,34.0446,-118.245,2020 Sep 26 12:00:00 AM,0341,METRO - JAIL DIVISION,4273
2024 Dec 05 12:00:00 AM,0845,0153,28,F,W,20,Disorderly Conduct,M,42.11.1LAMC,LOITERING,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2024 Dec 07 12:00:00 AM,0652,0153,43,F,B,20,Disorderly Conduct,M,42.11.1LAMC,LOITERING,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2024 Dec 14 12:00:00 AM,0650,0153,38,F,B,20,Disorderly Conduct,M,42.11.1LAMC,LOITERING,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2025 Jan 06 12:00:00 AM,0725,0153,37,F,W,20,Disorderly Conduct,M,602.1(A)PC,INTENTIONAL INTERFERENCE W/PUBLIC TRANSP,,500 S  HILL                         ST,,34.0488,-118.2518,2025 Jan 06 12:00:00 AM,1029,METRO - JAIL DIVISION,4273
2020 Feb 20 12:00:00 AM,0805,0144,28,F,B,19,Disturbing the Peace,M,415(2)PC,LOUD/UNREASONABLE NOISE,MISDEMEANOR COMPLAINT FILED,400 S  MAIN                         ST,,34.0478,-118.2484,2020 Feb 20 12:00:00 AM,1149,METRO - JAIL DIVISION,4273
2024 Oct 29 12:00:00 AM,1139,0153,33,F,H,19,Disturbing the Peace,I,640(B)3PC,PLAY SOUND EQUIPMT ON PUBLC TRANSP SYSTM,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2024 Nov 20 12:00:00 AM,1630,0153,34,F,B,19,Disturbing the Peace,I,640(B)3PC,PLAY SOUND EQUIPMT ON PUBLC TRANSP SYSTM,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2024 Nov 30 12:00:00 AM,1222,0153,20,F,A,19,Disturbing the Peace,I,640(B)3PC,PLAY SOUND EQUIPMT ON PUBLC TRANSP SYSTM,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2021 Jul 25 12:00:00 AM,2005,0133,31,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,200 S  SPRING                       ST,,34.0517,-118.2474,2021 Jul 25 12:00:00 AM,2150,METRO - JAIL DIVISION,4273
2021 Sep 16 12:00:00 AM,0255,0133,27,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,BROADWAY,3RD                          ST,34.0513,-118.2478,2021 Sep 16 12:00:00 AM,0504,METRO - JAIL DIVISION,4273
2022 Sep 02 12:00:00 AM,2305,0138,41,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,ALAMEDA,3RD,34.0455,-118.2381,2022 Sep 02 12:00:00 AM,2351,METRO - JAIL DIVISION,4273
2023 Apr 28 12:00:00 AM,0325,0144,24,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,4TH,SPRING,34.0488,-118.2483,2023 Apr 28 12:00:00 AM,0546,METRO - JAIL DIVISION,4273
2020 Mar 15 12:00:00 AM,0005,0154,20,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,500 S  MAIN                         ST,,34.0467,-118.2485,2020 Mar 15 12:00:00 AM,0206,METRO - JAIL DIVISION,4273
2022 Sep 10 12:00:00 AM,0105,0154,28,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,6TH,MAIN,34.0453,-118.2499,2022 Sep 10 12:00:00 AM,0356,METRO - JAIL DIVISION,4273
2022 Sep 23 12:00:00 AM,0110,0155,45,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,TOWNE,7TH                          ST,34.0448,-118.2474,2022 Sep 23 12:00:00 AM,0236,METRO - JAIL DIVISION,4273
2024 Oct 15 12:00:00 AM,0240,0155,29,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,5TH                          ST,MAPLE,34.0454,-118.2465,2024 Oct 15 12:00:00 AM,0453,METRO - JAIL DIVISION,4273
2020 Jan 18 12:00:00 AM,0034,0158,29,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,ALAMEDA,PALMETTO,34.0399,-118.2383,2020 Jan 18 12:00:00 AM,0242,METRO - JAIL DIVISION,4273
2021 Sep 13 12:00:00 AM,0255,0158,21,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MISDEMEANOR COMPLAINT FILED,6TH,GLADYS,34.0403,-118.2421,2021 Sep 13 12:00:00 AM,0436,METRO - JAIL DIVISION,4273
2020 Mar 08 12:00:00 AM,0600,0147,49,F,B,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,MISDEMEANOR COMPLAINT FILED,300    WINSTON                      ST,,34.0455,-118.2452,,,,
2024 Dec 05 12:00:00 AM,0900,0153,28,F,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 05 12:00:00 AM,1022,METRO - JAIL DIVISION,4273
2021 Mar 23 12:00:00 AM,1600,0164,49,F,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,MISDEMEANOR COMPLAINT FILED,7TH                          ST,SPRING                       ST,34.0445,-118.2523,2021 Mar 23 12:00:00 AM,2000,METRO - JAIL DIVISION,4273
2021 Oct 07 12:00:00 AM,0809,0156,53,F,B,22,Driving Under Influence,M,23152(G)VC,DUI OF COMBINED DRUG & ALCOHOL INFLUENCE,MISDEMEANOR COMPLAINT FILED,5TH,SAN JULIAN,34.0446,-118.245,2021 Oct 07 12:00:00 AM,1259,METRO - JAIL DIVISION,4273
2021 Nov 13 12:00:00 AM,0300,0143,30,F,B,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,MISDEMEANOR COMPLAINT FILED,8TH                          ST,SPRING                       ST,34.0488,-118.25,2021 Nov 13 12:00:00 AM,0612,METRO - JAIL DIVISION,4273
2021 Apr 24 12:00:00 AM,0001,0153,25,F,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,FELONY COMPLAINT FILED,500 S  SPRING                       ST,,34.0467,-118.252,2021 Apr 24 12:00:00 AM,0224,METRO - JAIL DIVISION,4273
2024 Dec 20 12:00:00 AM,0321,0153,24,F,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,,SANTA MONICA                 FY,CESAR E CHAVEZ,34.0467,-118.252,2024 Dec 20 12:00:00 AM,0431,METRO - JAIL DIVISION,4273
2024 Sep 15 12:00:00 AM,0310,0154,29,F,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,MISDEMEANOR COMPLAINT FILED,6TH,MAIN,34.0453,-118.2499,2024 Sep 15 12:00:00 AM,0533,METRO - JAIL DIVISION,4273
2020 Jan 03 12:00:00 AM,1050,0147,46,F,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,5TH,WALL,34.0449,-118.2458,,,,
2020 Mar 05 12:00:00 AM,1135,0148,42,F,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,SAN PEDRO,WINSTON,34.045,-118.2435,,,,
2020 Feb 29 12:00:00 AM,0034,0156,52,F,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,,,,
2024 Nov 19 12:00:00 AM,1324,0157,59,F,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,,,,
2024 Jul 06 12:00:00 AM,1000,0158,26,F,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,1100 E  7TH                          ST,,34.0395,-118.2405,,,,
2020 Apr 01 12:00:00 AM,1800,0166,44,F,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,WINSTON                      ST,SAN PEDRO                    ST,34.0421,-118.2469,,,,
2024 Jun 21 12:00:00 AM,0930,0166,41,F,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MISDEMEANOR COMPLAINT FILED,400 E  7TH                          ST,,34.0421,-118.2469,,,,
2021 Sep 02 12:00:00 AM,1110,0138,63,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,7TH,CERES,34.0468,-118.2415,,,,
2022 Mar 08 12:00:00 AM,1455,0146,62,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,WALL                         ST,WINSTON                      ST,34.0455,-118.2452,,,,
2023 Oct 16 12:00:00 AM,1605,0148,37,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,5TH,CENTRAL,34.0417,-118.2398,,,,
2024 Jul 11 12:00:00 AM,0900,0153,25,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2020 Feb 29 12:00:00 AM,0745,0157,48,F,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,500    CROCKER                      ST,,34.0435,-118.2427,,,,
2021 Sep 11 12:00:00 AM,1415,0157,52,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,7TH,CERES,0,0,,,,
2021 Sep 12 12:00:00 AM,2004,0166,58,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MISDEMEANOR COMPLAINT FILED,6TH,SAN PEDRO,0,0,,,,
2022 Apr 16 12:00:00 AM,2255,0134,28,F,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,MISDEMEANOR COMPLAINT FILED,300 S  HILL                         ST,,34.0516,-118.2491,,,,
2023 Mar 17 12:00:00 AM,2220,0134,26,F,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,MISDEMEANOR COMPLAINT FILED,300 S  HILL                         ST,,34.0516,-118.2491,,,,
2020 Aug 14 12:00:00 AM,1837,0155,56,F,B,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,MISDEMEANOR COMPLAINT FILED,5TH,MAPLE,34.0454,-118.2465,,,,
2020 Mar 08 12:00:00 AM,0645,0147,49,F,B,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",MISDEMEANOR COMPLAINT FILED,300    WINSTON                      ST,,34.0455,-118.2452,,,,
2024 Dec 27 12:00:00 AM,0720,0153,47,F,W,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 27 12:00:00 AM,0918,METRO - JAIL DIVISION,4273
2020 Mar 02 12:00:00 AM,1035,0157,45,F,B,09,Forgery/Counterfeit,F,115(A)PC,OFFER FALSE/FORGED INSTRUMENT TO BE FILED,,4TH                          ST,BROADWAY,34.0416,-118.244,2020 Mar 02 12:00:00 AM,1135,77TH ST,4212
2022 Sep 23 12:00:00 AM,1100,0138,24,F,H,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,300 S  SAN PEDRO                    ST,,34.0473,-118.2425,,,,
2022 Jun 22 12:00:00 AM,1405,0155,53,F,H,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,5TH                          ST,LOS ANGELES,34.0458,-118.2472,,,,
2022 Aug 10 12:00:00 AM,1510,0155,41,F,H,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,500 S  LOS ANGELES                  ST,,34.0461,-118.2475,,,,
2021 Feb 02 12:00:00 AM,1030,0157,35,F,A,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,500    TOWNE                        AV,,34.0427,-118.2423,,,,
2022 May 25 12:00:00 AM,2035,0165,41,F,H,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,6TH,LOS ANGELES,34.0439,-118.2479,,,,
2022 May 25 12:00:00 AM,1545,0165,52,F,H,09,Forgery/Counterfeit,M,350(A)(1)PC,"POSS < 1,000 ARTICLES W/COUNTERFEIT MARK",MISDEMEANOR COMPLAINT FILED,6TH,LOS ANGELES,34.0439,-118.2479,,,,
2020 Feb 15 12:00:00 AM,1015,0146,55,F,C,09,Forgery/Counterfeit,M,350(A)PC,MFG/SELL COUNTERFEIT MARK,MISDEMEANOR COMPLAINT FILED,200    WINSTON                      ST,,34.0467,-118.247,,,,
2020 Jun 14 12:00:00 AM,2330,0156,42,F,H,10,Fraud/Embezzlement,F,4463(A)1VC,ALTER REGISTRATION/LICENSE PLATES/ETC,DISTRICT ATTORNEY REJECT,WALL                         ST,6TH                          ST,34.044,-118.2467,2020 Jun 15 12:00:00 AM,0304,METRO - JAIL DIVISION,4273
2022 Jan 07 12:00:00 AM,1900,0164,22,F,H,10,Fraud/Embezzlement,F,504PC,EMBEZZLE OF PROP BY PUBLIC/P.O. >$400,849(B)(1) PC/TECHNICAL ARREST,600 S  SPRING                       ST,,34.046,-118.251,2022 Jan 07 12:00:00 AM,2102,METRO - JAIL DIVISION,4273
2024 Dec 11 12:00:00 AM,1005,0153,37,F,W,10,Fraud/Embezzlement,M,530.5(C)1PC,POSS PERSONAL ID INFO W/INTENT TO DEFRAUD,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 11 12:00:00 AM,1342,METRO - JAIL DIVISION,4273
2024 Jul 16 12:00:00 AM,0805,0155,30,F,B,10,Fraud/Embezzlement,F,530.5(C)2PC,USE OTHERS ID W/INTENT DEFRAUD:W/PRIORS,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2024 Jul 16 12:00:00 AM,0949,METRO - JAIL DIVISION,4273
2024 Dec 07 12:00:00 AM,0710,0153,49,F,B,10,Fraud/Embezzlement,I,640(C)(1)PC,EVASION OF FARE,MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,,,,
2024 Dec 15 12:00:00 AM,1240,0153,28,F,B,10,Fraud/Embezzlement,I,640(C)(1)PC,EVASION OF FARE,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 15 12:00:00 AM,1557,METRO - JAIL DIVISION,4273
2024 Jun 27 12:00:00 AM,1606,0157,33,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Jun 27 12:00:00 AM,1600,0157,41,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Jun 27 12:00:00 AM,1545,0157,26,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Jun 27 12:00:00 AM,1545,0157,27,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Jun 27 12:00:00 AM,1540,0157,29,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Jun 27 12:00:00 AM,1558,0157,27,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1715,0157,36,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1700,0157,44,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1715,0157,38,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1710,0157,30,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1700,0157,31,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1700,0157,44,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1640,0157,29,F,B,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2024 Oct 10 12:00:00 AM,1700,0157,31,F,H,21,Gambling,I,43.13.2LAMC,PRESENT AT GAMBLING,MISDEMEANOR COMPLAINT FILED,600    CROCKER                      ST,,34.0417,-118.2444,,,,
2021 Apr 15 12:00:00 AM,0845,0145,35,F,B,01,Homicide,F,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,849(B)(1) PC/TECHNICAL ARREST,100 E  5TH                          ST,,34.0471,-118.2474,2021 Apr 15 12:00:00 AM,1537,77TH ST,4212
2023 Mar 28 12:00:00 AM,1935,0148,50,F,H,01,Homicide,F,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,FELONY COMPLAINT FILED,4TH                          ST,OMAR                         ST,34.0454,-118.2422,2023 Mar 28 12:00:00 AM,2254,METRO - JAIL DIVISION,4273
2023 Sep 29 12:00:00 AM,1025,0157,34,F,B,01,Homicide,F,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,FELONY COMPLAINT FILED,5TH,SAN PEDRO,34.0435,-118.2427,2023 Sep 29 12:00:00 AM,1357,METRO - JAIL DIVISION,4273
2020 Feb 07 12:00:00 AM,1545,0166,21,F,H,01,Homicide,F,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0432,-118.2466,2020 Feb 07 12:00:00 AM,1942,77TH ST,4212
2021 Apr 07 12:00:00 AM,1000,0148,60,F,H,06,Larceny,M,368(C)PC,THEFT FROM ELDER/DEPENDENT ADULT $400,MISDEMEANOR COMPLAINT FILED,400 S  SAN PEDRO                    ST,,34.0455,-118.2432,2021 Apr 07 12:00:00 AM,1247,METRO - JAIL DIVISION,4273
2023 Apr 05 12:00:00 AM,2140,0138,24,F,H,06,Larceny,M,459.5(A)PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,2ND                          ST,LOS ANGELES,34.0493,-118.2417,2023 Apr 05 12:00:00 AM,2356,METRO - JAIL DIVISION,4273
2023 Apr 05 12:00:00 AM,2140,0138,24,F,H,06,Larceny,M,459.5(A)PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,2ND                          ST,LOS ANGELES                  ST,34.0493,-118.2417,2023 Apr 05 12:00:00 AM,2354,METRO - JAIL DIVISION,4273
2024 Feb 29 12:00:00 AM,1914,0153,23,F,W,06,Larceny,M,459.5(A)PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,600 S  BROADWAY,,34.0466,-118.252,2024 Feb 29 12:00:00 AM,2153,METRO - JAIL DIVISION,4273
2024 Feb 29 12:00:00 AM,1623,0153,27,F,H,06,Larceny,M,459.5(A)PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,600 S  BROADWAY,,34.0466,-118.252,2024 Feb 29 12:00:00 AM,1817,METRO - JAIL DIVISION,4273
2024 Dec 29 12:00:00 AM,1037,0165,21,F,B,06,Larceny,M,459.5(A)PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,6TH,LOS ANGELES,34.0446,-118.249,2024 Dec 29 12:00:00 AM,1402,METRO - JAIL DIVISION,4273
2024 Jan 13 12:00:00 AM,1300,0153,26,F,B,06,Larceny,M,459.5PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,300 W  7TH                          ST,,34.0467,-118.252,,,,
2024 Jan 13 12:00:00 AM,1600,0153,59,F,B,06,Larceny,M,459.5PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,600 S  BROADWAY,,34.0466,-118.252,,,,
2024 Nov 25 12:00:00 AM,1440,0153,60,F,B,06,Larceny,M,459.5PC,SHOPLIFTING,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Nov 25 12:00:00 AM,1601,METRO - JAIL DIVISION,4273
2024 Dec 21 12:00:00 AM,1055,0153,33,F,H,06,Larceny,M,459.5PC,SHOPLIFTING,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 21 12:00:00 AM,1238,METRO - JAIL DIVISION,4273
2024 Dec 25 12:00:00 AM,1255,0153,32,F,H,06,Larceny,M,459.5PC,SHOPLIFTING,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 25 12:00:00 AM,1536,METRO - JAIL DIVISION,4273
2024 Dec 28 12:00:00 AM,1330,0153,29,F,H,06,Larceny,M,459.5PC,SHOPLIFTING,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 28 12:00:00 AM,1526,METRO - JAIL DIVISION,4273
2025 Mar 01 12:00:00 AM,1900,0155,56,F,H,06,Larceny,M,459.5PC,SHOPLIFTING,MISDEMEANOR COMPLAINT FILED,500 S  LOS ANGELES                  ST,,34.0461,-118.2475,2025 Mar 01 12:00:00 AM,2028,METRO - JAIL DIVISION,4273
2022 May 05 12:00:00 AM,1830,0135,42,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,FELONY COMPLAINT FILED,3RD,MAIN,34.0495,-118.2459,2022 May 05 12:00:00 AM,2055,METRO - JAIL DIVISION,4273
2023 Aug 11 12:00:00 AM,2000,0135,51,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,MISDEMEANOR COMPLAINT FILED,MAIN                         ST,3RD                          ST,34.0495,-118.2459,2023 Aug 11 12:00:00 AM,2205,METRO - JAIL DIVISION,4273
2022 Jun 20 12:00:00 AM,0755,0138,33,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,FELONY COMPLAINT FILED,3RD,OMAR,34.0467,-118.2411,2022 Jun 20 12:00:00 AM,0927,METRO - JAIL DIVISION,4273
2020 Mar 28 12:00:00 AM,1905,0153,52,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,849(B)(1) PC/TECHNICAL ARREST,300 W  5TH                          ST,,34.0481,-118.2507,2020 Mar 28 12:00:00 AM,2243,METRO - JAIL DIVISION,4273
2023 Dec 05 12:00:00 AM,0715,0153,46,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,FELONY COMPLAINT FILED,600 S  SPRING                       ST,,34.0467,-118.252,2023 Dec 05 12:00:00 AM,0913,METRO - JAIL DIVISION,4273
2020 Apr 05 12:00:00 AM,2205,0155,44,F,B,06,Larceny,F,459PCAUTO,BURGLARY FROM VEHICLE,FELONY COMPLAINT FILED,5TH                          ST,WALL                         ST,34.0449,-118.2458,2020 Apr 06 12:00:00 AM,0001,METRO - JAIL DIVISION,4273
2024 Nov 21 12:00:00 AM,1130,0153,26,F,H,06,Larceny,M,484(A)PC,GRAND THEFT (OVER $400),MISDEMEANOR COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,2024 Nov 21 12:00:00 AM,1419,METRO - JAIL DIVISION,4273
2024 Dec 16 12:00:00 AM,1350,0153,52,F,W,06,Larceny,M,484(A)PC,GRAND THEFT (OVER $400),,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 16 12:00:00 AM,1537,METRO - JAIL DIVISION,4273
